"UniqueID","sold.fctr","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.accurate"
10773,"Y",0.99,"Y",TRUE
10775,"Y",0.578,"Y",TRUE
10797,"Y",0.678,"Y",TRUE
10812,"Y",0.914,"Y",TRUE
10814,"Y",0.99,"Y",TRUE
10820,"Y",0.982,"Y",TRUE
10926,"Y",0.694,"Y",TRUE
10935,"Y",0.13,"N",FALSE
10976,"Y",0.6,"Y",TRUE
11042,"Y",0.128,"N",FALSE
11053,"Y",0.19,"N",FALSE
11059,"Y",0.194,"N",FALSE
11066,"Y",0.922,"Y",TRUE
11099,"Y",0.958,"Y",TRUE
11115,"Y",0.994,"Y",TRUE
11128,"Y",0.302,"N",FALSE
11131,"Y",0.216,"N",FALSE
11180,"Y",0.978,"Y",TRUE
11212,"Y",0.056,"N",FALSE
11217,"Y",0.05,"N",FALSE
11231,"Y",0.764,"Y",TRUE
11233,"Y",0.258,"N",FALSE
11235,"Y",0.862,"Y",TRUE
11249,"Y",0.886,"Y",TRUE
11286,"Y",0.574,"Y",TRUE
11300,"Y",0.04,"N",FALSE
11323,"Y",0.984,"Y",TRUE
11354,"Y",0.142,"N",FALSE
11414,"Y",0.952,"Y",TRUE
11422,"Y",0.948,"Y",TRUE
11497,"Y",0.238,"N",FALSE
11522,"Y",0.502,"Y",TRUE
11605,"Y",0.038,"N",FALSE
11625,"Y",0.97,"Y",TRUE
11654,"Y",0.974,"Y",TRUE
11688,"Y",0.914,"Y",TRUE
11730,"Y",0.886,"Y",TRUE
11757,"Y",0.564,"Y",TRUE
11802,"Y",0.116,"N",FALSE
11840,"Y",0.238,"N",FALSE
10007,"Y",0.94,"Y",TRUE
10076,"Y",0.75,"Y",TRUE
10113,"Y",0.842,"Y",TRUE
10117,"Y",0.248,"N",FALSE
10123,"Y",0.878,"Y",TRUE
10176,"Y",0.444,"N",FALSE
10179,"Y",0.958,"Y",TRUE
10186,"Y",0.936,"Y",TRUE
10354,"Y",0.962,"Y",TRUE
10357,"Y",0.972,"Y",TRUE
10367,"Y",0.538,"Y",TRUE
10368,"Y",0.95,"Y",TRUE
10392,"Y",0.898,"Y",TRUE
10411,"Y",0.944,"Y",TRUE
10437,"Y",0.93,"Y",TRUE
10443,"Y",0.982,"Y",TRUE
10460,"Y",0.996,"Y",TRUE
10476,"Y",0.958,"Y",TRUE
10482,"Y",0.142,"N",FALSE
10492,"Y",0.968,"Y",TRUE
10514,"Y",0.884,"Y",TRUE
10543,"Y",0.986,"Y",TRUE
10558,"Y",0.996,"Y",TRUE
10566,"Y",0.904,"Y",TRUE
10578,"Y",0.906,"Y",TRUE
10606,"Y",0.992,"Y",TRUE
10616,"Y",0.856,"Y",TRUE
10618,"Y",0.756,"Y",TRUE
10640,"Y",0.972,"Y",TRUE
10685,"Y",0.938,"Y",TRUE
10693,"Y",0.25,"N",FALSE
10725,"Y",0.844,"Y",TRUE
10734,"Y",0.938,"Y",TRUE
10813,"Y",0.944,"Y",TRUE
10832,"Y",0.662,"Y",TRUE
10848,"Y",0.338,"N",FALSE
10907,"Y",0.948,"Y",TRUE
10958,"Y",0.904,"Y",TRUE
11122,"Y",0.936,"Y",TRUE
11245,"Y",0.92,"Y",TRUE
11256,"Y",0.874,"Y",TRUE
11453,"Y",0.134,"N",FALSE
11504,"Y",0.454,"N",FALSE
11511,"Y",0.692,"Y",TRUE
11608,"Y",0.19,"N",FALSE
11616,"Y",0.804,"Y",TRUE
11632,"Y",0.906,"Y",TRUE
11636,"Y",0.93,"Y",TRUE
11647,"Y",0.964,"Y",TRUE
11656,"Y",0.948,"Y",TRUE
11660,"Y",0.972,"Y",TRUE
11661,"Y",0.842,"Y",TRUE
11716,"Y",0.862,"Y",TRUE
11766,"Y",0.41,"N",FALSE
11773,"Y",0.862,"Y",TRUE
11804,"Y",0.172,"N",FALSE
11820,"Y",0.566,"Y",TRUE
11850,"Y",0.408,"N",FALSE
10006,"Y",0.926,"Y",TRUE
10101,"Y",0.328,"N",FALSE
10143,"Y",0.932,"Y",TRUE
10161,"Y",0.12,"N",FALSE
10177,"Y",0.942,"Y",TRUE
10180,"Y",0.702,"Y",TRUE
10227,"Y",0.604,"Y",TRUE
10234,"Y",0.428,"N",FALSE
10370,"Y",0.996,"Y",TRUE
10447,"Y",0.884,"Y",TRUE
10459,"Y",0.982,"Y",TRUE
10510,"Y",0.994,"Y",TRUE
10524,"Y",0.95,"Y",TRUE
10538,"Y",0.984,"Y",TRUE
10573,"Y",0.792,"Y",TRUE
10592,"Y",0.866,"Y",TRUE
10634,"Y",0.694,"Y",TRUE
10635,"Y",0.964,"Y",TRUE
10636,"Y",0.618,"Y",TRUE
10657,"Y",0.958,"Y",TRUE
10672,"Y",0.942,"Y",TRUE
10736,"Y",0.898,"Y",TRUE
10750,"Y",0.99,"Y",TRUE
10795,"Y",0.622,"Y",TRUE
10816,"Y",0.986,"Y",TRUE
10846,"Y",0.038,"N",FALSE
10860,"Y",0.62,"Y",TRUE
10864,"Y",0.764,"Y",TRUE
10887,"Y",0.194,"N",FALSE
10898,"Y",0.92,"Y",TRUE
10950,"Y",0.122,"N",FALSE
10961,"Y",0.356,"N",FALSE
10962,"Y",0.034,"N",FALSE
11054,"Y",0.874,"Y",TRUE
11096,"Y",0.976,"Y",TRUE
11144,"Y",0.08,"N",FALSE
11167,"Y",0.324,"N",FALSE
11186,"Y",0.076,"N",FALSE
11281,"Y",0.882,"Y",TRUE
11324,"Y",0.868,"Y",TRUE
11368,"Y",0.906,"Y",TRUE
11473,"Y",0.162,"N",FALSE
11500,"Y",0.606,"Y",TRUE
11516,"Y",0.774,"Y",TRUE
11555,"Y",0.256,"N",FALSE
11567,"Y",0.298,"N",FALSE
11652,"Y",0.964,"Y",TRUE
11736,"Y",0.942,"Y",TRUE
