"UniqueID","sold.fctr","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.accurate"
10814,"Y",0.966,"Y",TRUE
10919,"Y",0.978,"Y",TRUE
10926,"Y",0.99,"Y",TRUE
10965,"Y",0.956,"Y",TRUE
10976,"Y",0.848,"Y",TRUE
11042,"Y",0.406,"N",FALSE
11053,"Y",0.334,"N",FALSE
11064,"Y",0.954,"Y",TRUE
11066,"Y",0.98,"Y",TRUE
11099,"Y",0.964,"Y",TRUE
11115,"Y",0.982,"Y",TRUE
11129,"Y",0.472,"N",FALSE
11200,"Y",0.068,"N",FALSE
11212,"Y",0.022,"N",FALSE
11225,"Y",0.148,"N",FALSE
11231,"Y",0.692,"Y",TRUE
11235,"Y",0.816,"Y",TRUE
11260,"Y",0.408,"N",FALSE
11293,"Y",0.9,"Y",TRUE
11295,"Y",0.67,"Y",TRUE
11350,"Y",0.068,"N",FALSE
11354,"Y",0.158,"N",FALSE
11382,"Y",0.04,"N",FALSE
11414,"Y",0.992,"Y",TRUE
11416,"Y",0.736,"Y",TRUE
11474,"Y",0.942,"Y",TRUE
11497,"Y",0.336,"N",FALSE
11522,"Y",0.35,"N",FALSE
11605,"Y",0.238,"N",FALSE
11615,"Y",0.892,"Y",TRUE
11645,"Y",0.976,"Y",TRUE
11654,"Y",0.968,"Y",TRUE
11688,"Y",0.922,"Y",TRUE
11757,"Y",0.872,"Y",TRUE
11791,"Y",0.232,"N",FALSE
11855,"Y",0.204,"N",FALSE
10007,"Y",0.978,"Y",TRUE
10075,"Y",0.804,"Y",TRUE
10076,"Y",0.742,"Y",TRUE
10113,"Y",0.948,"Y",TRUE
10117,"Y",0.296,"N",FALSE
10123,"Y",0.87,"Y",TRUE
10176,"Y",0.95,"Y",TRUE
10186,"Y",0.99,"Y",TRUE
10354,"Y",0.996,"Y",TRUE
10357,"Y",0.988,"Y",TRUE
10367,"Y",0.652,"Y",TRUE
10368,"Y",0.886,"Y",TRUE
10384,"Y",0.956,"Y",TRUE
10406,"Y",0.998,"Y",TRUE
10411,"Y",0.832,"Y",TRUE
10437,"Y",0.998,"Y",TRUE
10443,"Y",0.98,"Y",TRUE
10476,"Y",1,"Y",TRUE
10482,"Y",0.24,"N",FALSE
10511,"Y",0.982,"Y",TRUE
10543,"Y",0.956,"Y",TRUE
10548,"Y",0.992,"Y",TRUE
10566,"Y",0.978,"Y",TRUE
10578,"Y",0.882,"Y",TRUE
10606,"Y",0.992,"Y",TRUE
10616,"Y",0.92,"Y",TRUE
10640,"Y",0.942,"Y",TRUE
10662,"Y",0.986,"Y",TRUE
10685,"Y",0.986,"Y",TRUE
10693,"Y",0.384,"N",FALSE
10694,"Y",0.92,"Y",TRUE
10725,"Y",0.984,"Y",TRUE
10799,"Y",0.364,"N",FALSE
10813,"Y",0.996,"Y",TRUE
10832,"Y",0.874,"Y",TRUE
10835,"Y",0.956,"Y",TRUE
10907,"Y",0.958,"Y",TRUE
10958,"Y",0.982,"Y",TRUE
11085,"Y",0.972,"Y",TRUE
11122,"Y",0.964,"Y",TRUE
11213,"Y",0.938,"Y",TRUE
11245,"Y",0.906,"Y",TRUE
11420,"Y",0.346,"N",FALSE
11469,"Y",0.898,"Y",TRUE
11501,"Y",0.762,"Y",TRUE
11504,"Y",0.346,"N",FALSE
11530,"Y",0.654,"Y",TRUE
11601,"Y",0.36,"N",FALSE
11608,"Y",0.346,"N",FALSE
11613,"Y",0.858,"Y",TRUE
11628,"Y",0.948,"Y",TRUE
11636,"Y",0.82,"Y",TRUE
11653,"Y",0.882,"Y",TRUE
11656,"Y",0.854,"Y",TRUE
11660,"Y",0.96,"Y",TRUE
11662,"Y",0.736,"Y",TRUE
11716,"Y",0.882,"Y",TRUE
11804,"Y",0.146,"N",FALSE
11829,"Y",0.926,"Y",TRUE
10006,"Y",0.97,"Y",TRUE
10101,"Y",0.228,"N",FALSE
10143,"Y",0.968,"Y",TRUE
10161,"Y",0.106,"N",FALSE
10177,"Y",0.96,"Y",TRUE
10180,"Y",0.938,"Y",TRUE
10227,"Y",0.708,"Y",TRUE
10234,"Y",0.404,"N",FALSE
10370,"Y",0.988,"Y",TRUE
10447,"Y",0.758,"Y",TRUE
10459,"Y",0.932,"Y",TRUE
10510,"Y",0.99,"Y",TRUE
10524,"Y",0.99,"Y",TRUE
10538,"Y",0.986,"Y",TRUE
10573,"Y",0.934,"Y",TRUE
10592,"Y",0.676,"Y",TRUE
10634,"Y",0.908,"Y",TRUE
10635,"Y",0.934,"Y",TRUE
10636,"Y",0.624,"Y",TRUE
10657,"Y",0.902,"Y",TRUE
10672,"Y",0.984,"Y",TRUE
10736,"Y",0.892,"Y",TRUE
10750,"Y",0.806,"Y",TRUE
10795,"Y",0.814,"Y",TRUE
10816,"Y",0.922,"Y",TRUE
10846,"Y",0.15,"N",FALSE
10860,"Y",0.13,"N",FALSE
10864,"Y",0.926,"Y",TRUE
10887,"Y",0.082,"N",FALSE
10898,"Y",0.982,"Y",TRUE
10950,"Y",0.128,"N",FALSE
10961,"Y",0.362,"N",FALSE
10962,"Y",0.058,"N",FALSE
11054,"Y",0.968,"Y",TRUE
11096,"Y",0.942,"Y",TRUE
11144,"Y",0.75,"Y",TRUE
11167,"Y",0.158,"N",FALSE
11186,"Y",0.232,"N",FALSE
11281,"Y",0.934,"Y",TRUE
11324,"Y",0.968,"Y",TRUE
11368,"Y",0.856,"Y",TRUE
11473,"Y",0.35,"N",FALSE
11500,"Y",0.474,"N",FALSE
11516,"Y",0.82,"Y",TRUE
11555,"Y",0.378,"N",FALSE
11567,"Y",0.218,"N",FALSE
11652,"Y",0.954,"Y",TRUE
11736,"Y",0.954,"Y",TRUE
