"UniqueID","sold.fctr","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.accurate"
10196,"Y",0.816,"Y",TRUE
10248,"Y",0.602,"Y",TRUE
10273,"Y",0.964,"Y",TRUE
10310,"Y",0.766,"Y",TRUE
10326,"Y",0.974,"Y",TRUE
10354,"Y",0.792,"Y",TRUE
10367,"Y",0.578,"Y",TRUE
10375,"Y",0.33,"N",FALSE
10392,"Y",0.95,"Y",TRUE
10443,"Y",0.99,"Y",TRUE
10460,"Y",1,"Y",TRUE
10481,"Y",0.974,"Y",TRUE
10492,"Y",0.974,"Y",TRUE
10558,"Y",1,"Y",TRUE
10616,"Y",0.726,"Y",TRUE
10640,"Y",0.974,"Y",TRUE
10685,"Y",0.964,"Y",TRUE
10693,"Y",0.056,"N",FALSE
10725,"Y",0.98,"Y",TRUE
10799,"Y",0.366,"N",FALSE
10826,"Y",0.75,"Y",TRUE
10848,"Y",0.432,"N",FALSE
10870,"Y",0.49,"N",FALSE
10905,"Y",0.498,"N",FALSE
10907,"Y",0.916,"Y",TRUE
10958,"Y",0.998,"Y",TRUE
11005,"Y",0.3,"N",FALSE
11062,"Y",0.122,"N",FALSE
11122,"Y",0.706,"Y",TRUE
11213,"Y",0.956,"Y",TRUE
11245,"Y",1,"Y",TRUE
11256,"Y",0.99,"Y",TRUE
11514,"Y",0.222,"N",FALSE
11518,"Y",0.332,"N",FALSE
11520,"Y",0.628,"Y",TRUE
11521,"Y",0.322,"N",FALSE
11561,"Y",0.042,"N",FALSE
11616,"Y",0.724,"Y",TRUE
11628,"Y",0.912,"Y",TRUE
11632,"Y",0.854,"Y",TRUE
11647,"Y",0.974,"Y",TRUE
11653,"Y",0.948,"Y",TRUE
11656,"Y",0.896,"Y",TRUE
11689,"Y",0.962,"Y",TRUE
11710,"Y",0.982,"Y",TRUE
11717,"Y",0.924,"Y",TRUE
11740,"Y",0.324,"N",FALSE
11766,"Y",0.364,"N",FALSE
11783,"Y",0.976,"Y",TRUE
11804,"Y",0.062,"N",FALSE
11829,"Y",0.986,"Y",TRUE
11850,"Y",0.874,"Y",TRUE
10006,"Y",0.916,"Y",TRUE
10101,"Y",0.478,"N",FALSE
10143,"Y",0.922,"Y",TRUE
10180,"Y",0.32,"N",FALSE
10227,"Y",0.404,"N",FALSE
10234,"Y",0.624,"Y",TRUE
10245,"Y",0.684,"Y",TRUE
10370,"Y",0.924,"Y",TRUE
10410,"Y",0.098,"N",FALSE
10447,"Y",0.52,"Y",TRUE
10453,"Y",0.164,"N",FALSE
10459,"Y",0.934,"Y",TRUE
10509,"Y",0.25,"N",FALSE
10510,"Y",0.924,"Y",TRUE
10538,"Y",0.936,"Y",TRUE
10592,"Y",0.724,"Y",TRUE
10634,"Y",0.772,"Y",TRUE
10636,"Y",0.186,"N",FALSE
10652,"Y",0.422,"N",FALSE
10653,"Y",0.782,"Y",TRUE
10657,"Y",0.912,"Y",TRUE
10672,"Y",0.872,"Y",TRUE
10736,"Y",0.85,"Y",TRUE
10795,"Y",0.302,"N",FALSE
10816,"Y",0.894,"Y",TRUE
10823,"Y",0.47,"N",FALSE
10860,"Y",0.178,"N",FALSE
10887,"Y",0.15,"N",FALSE
10943,"Y",0.9,"Y",TRUE
10950,"Y",0.304,"N",FALSE
10961,"Y",0.112,"N",FALSE
11054,"Y",0.748,"Y",TRUE
11096,"Y",0.952,"Y",TRUE
11117,"Y",0.986,"Y",TRUE
11281,"Y",0.844,"Y",TRUE
11319,"Y",0.282,"N",FALSE
11324,"Y",0.946,"Y",TRUE
11330,"Y",0.844,"Y",TRUE
11473,"Y",0.316,"N",FALSE
11499,"Y",0.714,"Y",TRUE
11513,"Y",0.332,"N",FALSE
11524,"Y",0.066,"N",FALSE
11540,"Y",0.008,"N",FALSE
11567,"Y",0.184,"N",FALSE
11590,"Y",0.034,"N",FALSE
11652,"Y",0.952,"Y",TRUE
11736,"Y",0.992,"Y",TRUE
11797,"Y",0.062,"N",FALSE
10130,"Y",0.59,"Y",TRUE
10201,"Y",0.874,"Y",TRUE
10225,"Y",0.83,"Y",TRUE
10262,"Y",0.674,"Y",TRUE
10286,"Y",0.904,"Y",TRUE
10293,"Y",0.694,"Y",TRUE
10341,"Y",0.642,"Y",TRUE
10348,"Y",0.742,"Y",TRUE
10478,"Y",0.694,"Y",TRUE
10557,"Y",0.164,"N",FALSE
10585,"Y",0.96,"Y",TRUE
10688,"Y",0.958,"Y",TRUE
10759,"Y",0.674,"Y",TRUE
10834,"Y",0.222,"N",FALSE
10837,"Y",0.068,"N",FALSE
10854,"Y",0.976,"Y",TRUE
10869,"Y",0.224,"N",FALSE
10897,"Y",0.656,"Y",TRUE
10923,"Y",0.808,"Y",TRUE
10993,"Y",0.13,"N",FALSE
10997,"Y",0.58,"Y",TRUE
11055,"Y",0.546,"Y",TRUE
11056,"Y",0.552,"Y",TRUE
11102,"Y",0.938,"Y",TRUE
11199,"Y",0.7,"Y",TRUE
11277,"Y",0.974,"Y",TRUE
11284,"Y",0.394,"N",FALSE
11369,"Y",0.748,"Y",TRUE
11441,"Y",0.558,"Y",TRUE
11442,"Y",0.556,"Y",TRUE
11570,"Y",0.194,"N",FALSE
11583,"Y",0.48,"N",FALSE
11619,"Y",0.228,"N",FALSE
11623,"Y",0.884,"Y",TRUE
11637,"Y",0.966,"Y",TRUE
11641,"Y",0.922,"Y",TRUE
11663,"Y",0.542,"Y",TRUE
11664,"Y",0.81,"Y",TRUE
11665,"Y",0.778,"Y",TRUE
11708,"Y",0.974,"Y",TRUE
11709,"Y",0.738,"Y",TRUE
11729,"Y",0.956,"Y",TRUE
11816,"Y",0.77,"Y",TRUE
11817,"Y",0.598,"Y",TRUE
11823,"Y",0.222,"N",FALSE
